Date,GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tmean(C),Tmax(C),Tmin(C),Tgmin(C),VapPress(hPa),ET10(C),Rad(MJ/m2),SoilM(%)
2020-05-07,226,11.5,313,0.3,10.8,18.2,1.6,0.9,10.7,12.1,11.29,20.8
2020-05-08,226,11.5,313,0.2,14.0,20.2,7.9,6.2,11.8,13.9,11.42,20.7
2020-05-09,226,11.5,313,0.0,12.4,19.3,6.0,4.7,11.4,13.2,13.84,20.7
2020-05-10,226,11.5,313,0.0,15.4,19.5,8.8,8.8,13.8,14.7,8.97,20.6
2020-05-11,226,11.5,313,0.3,15.3,18.5,12.7,12.4,12.4,15.1,7.69,20.5
2020-05-12,226,11.5,313,0.9,15.3,18.0,12.4,12.7,12.3,15.0,8.84,20.3
2020-05-13,226,11.5,313,3.6,15.6,18.0,13.3,13.4,13.0,15.0,7.47,20.3
2020-05-14,226,11.5,313,1.5,14.5,17.6,11.5,11.6,13.0,15.1,8.4,21.5
2020-05-15,226,11.5,313,0.1,13.8,18.1,10.4,8.9,12.0,14.8,10.41,21.4
2020-05-16,226,11.5,313,0.0,13.5,18.6,8.2,7.1,11.3,14.3,13.13,21.3
2020-05-17,226,11.5,313,1.3,13.5,17.1,9.0,7.5,11.9,13.8,8.94,21.3
2020-05-18,226,11.5,313,0.1,13.1,17.4,6.6,5.0,10.6,13.8,12.2,21.2
2020-05-19,226,11.5,313,0.0,10.8,17.7,5.0,3.4,9.3,12.3,13.71,21.1
2020-05-20,226,11.5,313,0.0,9.8,15.7,4.3,1.8,8.6,11.7,13.51,20.9
2020-05-21,226,11.5,313,0.0,10.5,16.8,1.6,1.2,9.5,11.5,11.15,20.7
2020-05-22,226,11.5,313,0.0,11.2,17.5,4.9,4.2,9.6,12.1,13.31,20.5
2020-05-23,226,11.5,313,0.0,9.5,15.3,2.9,0.8,9.9,11.1,8.85,20.5
2020-05-24,226,11.5,313,13.5,15.7,17.7,13.5,13.4,16.3,13.9,2.17,21.7
2020-05-25,226,11.5,313,4.9,17.6,20.8,15.6,16.4,18.4,16.2,3.26,24.8
2020-05-26,226,11.5,313,10.5,16.1,19.4,14.6,15.2,16.9,16.6,6.05,26.4
2020-05-27,226,11.5,313,19.3,14.0,16.4,12.1,12.6,14.2,15.4,3.51,28.6
2020-05-28,226,11.5,313,0.0,13.3,17.4,8.7,8.2,12.8,14.5,7.27,28.0
2020-05-29,226,11.5,313,3.2,13.2,15.1,10.4,9.6,13.4,14.0,3.81,29.1
2020-05-30,226,11.5,313,0.4,13.5,18.7,10.0,8.9,14.0,14.5,7.92,29.7
2020-05-31,226,11.5,313,36.8,14.4,16.8,12.8,13.3,14.7,14.5,2.07,32.8
2020-06-01,226,11.5,313,25.0,15.0,18.6,13.2,13.2,15.1,15.1,6.55,34.1
2020-06-02,226,11.5,313,0.5,13.9,17.4,7.9,7.2,13.0,14.4,8.66,32.7
2020-06-03,226,11.5,313,21.8,12.7,17.6,5.7,5.5,12.7,13.1,7.6,34.5
2020-06-04,226,11.5,313,1.0,15.2,18.7,10.9,9.3,13.4,14.3,7.8,35.0
2020-06-05,226,11.5,313,6.2,12.6,16.5,8.7,6.9,12.2,13.0,6.79,35.0
2020-06-06,226,11.5,313,0.0,12.0,15.9,7.6,7.4,11.6,12.7,8.62,35.6
2020-06-07,226,11.5,313,3.0,11.1,14.6,7.9,6.3,10.1,11.9,8.61,35.8
2020-06-08,226,11.5,313,0.0,9.4,15.5,4.3,3.0,9.9,10.9,9.33,35.0
2020-06-09,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-06-10,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-06-11,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-06-12,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-06-13,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-06-14,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-06-15,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-06-16,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-06-17,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-06-18,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-06-19,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-06-20,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-06-21,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-06-22,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-06-23,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-06-24,226,11.5,313,20.7,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-06-25,226,11.5,313,16.5,13.1,17.0,8.1,5.7,13.8,13.7,7.81,48.9
2020-06-26,226,11.5,313,23.3,15.0,18.3,12.8,10.7,15.4,14.2,5.81,44.9
2020-06-27,226,11.5,313,7.9,15.7,18.7,12.9,12.8,15.8,14.9,6.65,51.2
2020-06-28,226,11.5,313,4.2,11.6,17.1,6.2,5.2,11.8,13.0,8.12,45.0
2020-06-29,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-06-30,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-07-01,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-07-02,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-07-03,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-07-04,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-07-05,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-07-06,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-07-07,226,11.5,313,0.4,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2020-07-08,226,11.5,313,11.8,9.5,12.0,5.7,5.6,9.8,9.8,7.08,51.5
2020-07-09,226,11.5,313,2.5,8.7,13.4,2.0,-1.8,9.4,9.3,8.73,51.7
2020-07-10,226,11.5,313,0.0,7.0,14.1,0.7,-2.2,9.3,8.5,8.67,48.2
2020-07-11,226,11.5,313,0.0,8.7,14.8,3.8,0.6,10.3,9.3,10.41,47.6
2020-07-12,226,11.5,313,0.0,9.4,15.2,2.9,-0.7,10.4,9.5,7.91,47.2
2020-07-13,226,11.5,313,0.0,12.0,17.5,7.9,6.2,12.1,10.9,8.38,47.0
2020-07-14,226,11.5,313,0.0,12.2,16.0,8.1,6.5,13.5,11.5,3.82,46.9
2020-07-15,226,11.5,313,17.8,12.9,15.5,8.7,8.4,13.9,12.0,1.62,48.2
2020-07-16,226,11.5,313,27.1,14.0,16.1,12.0,12.0,15.4,13.2,2.94,52.2
2020-07-17,226,11.5,313,16.9,13.9,16.0,11.2,12.0,14.9,13.6,2.48,52.4
2020-07-18,226,11.5,313,15.6,14.1,16.6,11.8,11.7,15.0,13.9,3.98,52.2
2020-07-19,226,11.5,313,0.9,14.2,16.6,13.2,11.8,14.0,14.2,6.23,51.2
2020-07-20,226,11.5,313,0.9,14.0,17.3,11.1,11.7,14.9,14.1,5.3,49.4
2020-07-21,226,11.5,313,6.4,12.6,16.1,8.9,6.9,13.1,13.3,5.99,50.3
2020-07-22,226,11.5,313,11.8,10.2,13.3,7.5,5.9,10.1,10.8,7.26,51.4
2020-07-23,226,11.5,313,2.2,12.8,16.1,10.7,9.2,11.3,11.4,11.67,51.7
2020-07-24,226,11.5,313,1.2,11.1,15.0,6.0,2.0,10.9,11.4,7.86,51.5
2020-07-25,226,11.5,313,0.0,8.2,13.9,1.4,-0.5,9.4,10.0,8.63,50.4
2020-07-26,226,11.5,313,0.1,9.2,14.2,5.2,1.9,9.9,10.0,5.6,49.6
2020-07-27,226,11.5,313,0.0,8.5,15.5,2.6,-0.3,9.4,9.7,8.0,49.3
2020-07-28,226,11.5,313,0.5,12.3,16.5,6.0,3.5,11.4,10.6,7.88,48.9
2020-07-29,226,11.5,313,0.0,11.9,15.8,6.9,3.0,11.0,11.2,7.89,48.6
2020-07-30,226,11.5,313,0.0,13.2,15.0,10.8,8.2,11.6,11.9,5.73,48.5
2020-07-31,226,11.5,313,0.0,13.5,15.6,11.6,10.6,11.5,12.2,5.79,48.4
2020-08-01,226,11.5,313,4.9,12.6,14.0,10.7,10.8,12.5,12.2,4.52,48.5
2020-08-02,226,11.5,313,8.1,13.4,14.7,11.3,10.4,12.6,12.5,3.08,51.2
2020-08-03,226,11.5,313,0.0,13.1,15.9,10.9,7.1,12.8,12.5,7.06,51.3
2020-08-04,226,11.5,313,0.0,11.3,17.2,6.4,2.5,11.5,12.1,13.61,50.0
2020-08-05,226,11.5,313,0.0,9.9,17.1,3.8,1.8,11.7,11.7,9.61,49.4
2020-08-06,226,11.5,313,2.9,13.8,16.5,9.9,6.8,13.6,13.2,7.08,49.1
2020-08-07,226,11.5,313,18.8,12.8,17.4,7.7,5.5,12.7,13.2,10.17,51.2
2020-08-08,226,11.5,313,15.3,11.2,14.8,8.0,4.0,11.0,11.9,9.44,51.2
2020-08-09,226,11.5,313,0.4,8.9,14.7,2.3,0.7,9.7,10.5,9.94,51.6
2020-08-10,226,11.5,313,0.2,9.2,14.2,5.2,1.5,10.4,10.3,6.68,51.4
2020-08-11,226,11.5,313,35.5,13.0,18.6,8.1,7.3,13.8,11.8,3.74,51.1
2020-08-12,226,11.5,313,1.2,13.3,18.2,9.7,6.7,13.1,12.8,11.63,51.2
2020-08-13,226,11.5,313,0.0,11.0,16.6,5.5,2.4,10.4,12.1,11.91,51.2
2020-08-14,226,11.5,313,0.0,9.8,14.0,4.2,0.7,9.9,10.8,4.32,50.9
2020-08-15,226,11.5,313,0.0,9.9,14.5,3.3,-0.1,9.4,11.3,12.26,49.9
2020-08-16,226,11.5,313,0.0,7.8,14.6,0.6,-2.9,8.7,9.8,13.63,49.4
2020-08-17,226,11.5,313,1.0,11.1,15.4,4.5,1.1,10.8,10.8,10.11,49.1
2020-08-18,226,11.5,313,4.8,12.9,14.5,10.7,9.4,12.3,11.6,3.04,49.6
2020-08-19,226,11.5,313,45.3,13.8,16.3,11.1,11.2,14.9,13.1,3.76,50.2
2020-08-20,226,11.5,313,0.6,14.8,20.0,11.0,9.4,13.2,13.3,10.12,50.6
2020-08-21,226,11.5,313,2.7,13.9,18.1,10.3,8.4,12.3,12.7,12.27,50.5
2020-08-22,226,11.5,313,2.8,13.6,18.5,9.6,6.4,13.1,13.2,10.91,50.6
2020-08-23,226,11.5,313,10.3,13.3,18.0,7.8,5.3,13.5,13.4,7.77,50.4
2020-08-24,226,11.5,313,3.8,12.8,16.6,9.5,7.3,11.7,12.7,12.53,50.2
2020-08-25,226,11.5,313,14.2,12.1,15.2,9.2,7.6,12.1,12.4,11.85,50.1
2020-08-26,226,11.5,313,2.3,10.7,13.4,7.6,3.5,9.7,11.2,12.89,50.6
2020-08-27,226,11.5,313,6.4,9.3,14.5,5.8,2.2,10.2,10.5,11.12,50.4
2020-08-28,226,11.5,313,0.0,9.7,16.7,4.6,0.9,9.6,10.5,14.14,50.5
2020-08-29,226,11.5,313,0.0,10.9,19.0,2.6,1.2,10.8,11.0,13.33,50.6
2020-08-30,226,11.5,313,0.0,11.9,18.1,4.9,1.8,11.8,11.8,13.83,50.4
2020-08-31,226,11.5,313,0.0,11.9,15.7,7.9,3.4,11.6,12.0,9.53,50.2
2020-09-01,226,11.5,313,1.2,13.4,18.1,10.0,8.5,12.8,13.0,10.03,50.0
2020-09-02,226,11.5,313,0.8,9.8,13.7,5.6,2.5,10.0,12.1,11.84,50.0
2020-09-03,226,11.5,313,0.0,10.1,13.8,6.2,2.1,8.3,10.9,18.96,49.5
2020-09-04,226,11.5,313,0.0,8.4,16.2,1.1,-1.8,8.5,10.8,19.23,49.4
2020-09-05,226,11.5,313,0.0,10.6,14.9,3.9,2.5,9.9,11.4,10.53,49.0
2020-09-06,226,11.5,313,0.0,12.5,17.3,6.9,4.0,11.3,12.2,12.81,48.9
2020-09-07,226,11.5,313,9.5,12.6,16.4,10.5,6.6,12.2,13.1,10.69,49.8
2020-09-08,226,11.5,313,0.0,9.7,15.8,4.2,0.8,8.9,12.4,19.8,50.4
2020-09-09,226,11.5,313,0.0,8.9,14.4,1.8,-0.2,8.8,11.2,9.91,49.7
2020-09-10,226,11.5,313,3.0,11.4,15.7,8.8,8.3,10.8,12.1,8.65,49.4
2020-09-11,226,11.5,313,1.0,11.1,15.8,6.4,3.7,9.5,12.3,17.1,49.5
2020-09-12,226,11.5,313,0.0,9.0,15.7,3.4,0.2,6.7,11.1,20.07,49.3
2020-09-13,226,11.5,313,0.0,11.0,16.8,3.0,-0.2,9.0,11.1,12.97,49.1
2020-09-14,226,11.5,313,0.0,13.1,17.0,10.8,8.1,10.1,12.3,11.83,48.8
2020-09-15,226,11.5,313,2.1,14.0,16.7,11.1,8.4,13.1,13.0,9.64,48.6
2020-09-16,226,11.5,313,0.0,13.0,17.2,6.7,3.6,11.2,13.1,16.87,48.6
2020-09-17,226,11.5,313,0.0,11.5,18.2,4.0,1.5,11.1,12.6,17.06,48.0
2020-09-18,226,11.5,313,6.4,12.3,15.4,10.2,6.8,11.3,12.7,9.54,48.8
2020-09-19,226,11.5,313,0.1,11.5,16.5,5.8,3.0,10.2,12.0,11.87,49.4
2020-09-20,226,11.5,313,0.4,10.5,17.3,3.8,1.3,10.9,12.2,16.37,49.0
2020-09-21,226,11.5,313,0.0,12.2,17.3,6.4,2.4,10.7,13.4,18.1,48.6
2020-09-22,226,11.5,313,0.0,11.6,18.4,4.5,1.3,10.9,12.9,14.07,48.1
2020-09-23,226,11.5,313,0.0,14.6,20.4,8.0,6.0,12.4,14.3,16.92,47.8
2020-09-24,226,11.5,313,1.1,16.0,19.9,13.5,11.6,14.8,14.9,6.66,47.2
2020-09-25,226,11.5,313,0.0,15.6,20.3,9.4,6.3,13.6,15.8,19.4,46.6
2020-09-26,226,11.5,313,0.0,15.0,21.0,7.2,4.8,14.5,15.7,17.29,45.9
2020-09-27,226,11.5,313,14.0,16.2,18.7,13.2,11.6,14.9,16.1,13.81,48.3
2020-09-28,226,11.5,313,5.6,13.2,16.0,9.4,9.3,11.2,14.2,20.21,50.4
2020-09-29,226,11.5,313,4.9,12.2,14.9,9.1,7.4,10.4,13.1,16.72,50.7
2020-09-30,226,11.5,313,0.0,10.8,15.2,5.7,3.1,9.7,12.5,15.37,50.5
2020-10-01,226,11.5,313,0.0,9.8,16.4,3.2,0.8,9.2,12.4,13.69,49.6
2020-10-02,226,11.5,313,0.0,10.5,19.4,3.7,0.9,9.7,12.8,18.32,49.0
2020-10-03,226,11.5,313,0.0,11.3,18.9,4.1,1.4,10.4,13.7,20.64,48.6
2020-10-04,226,11.5,313,0.0,12.3,20.2,3.4,1.1,11.5,14.3,21.78,48.0
2020-10-05,226,11.5,313,0.0,15.1,22.5,9.3,6.4,13.4,16.5,24.35,47.1
2020-10-06,226,11.5,313,0.0,12.7,18.0,7.2,4.8,12.3,16.0,14.54,46.2
2020-10-07,226,11.5,313,0.0,13.1,18.4,8.3,5.1,12.1,15.3,13.2,45.7
2020-10-08,226,11.5,313,8.7,13.9,18.6,10.8,9.3,11.9,16.3,19.82,45.0
2020-10-09,226,11.5,313,0.0,13.7,15.9,11.0,10.0,10.3,14.8,13.13,46.3
2020-10-10,226,11.5,313,0.0,14.4,17.2,12.5,10.0,10.7,14.6,19.78,45.4
2020-10-11,226,11.5,313,0.0,15.2,17.6,13.6,11.5,12.0,15.1,12.24,44.2
2020-10-12,226,11.5,313,0.0,15.9,17.8,14.0,13.9,15.2,15.4,4.8,44.9
2020-10-13,226,11.5,313,29.7,15.3,17.6,10.4,7.5,16.1,15.8,4.9,48.4
2020-10-14,226,11.5,313,0.0,12.3,19.6,5.7,4.1,11.2,14.7,19.85,51.4
2020-10-15,226,11.5,313,5.7,11.2,18.8,5.5,2.8,11.1,14.3,14.64,50.0
2020-10-16,226,11.5,313,0.3,11.6,17.0,5.8,2.8,9.5,14.8,24.67,50.5
2020-10-17,226,11.5,313,0.0,10.5,18.4,2.0,0.4,9.0,14.3,23.62,49.7
2020-10-18,226,11.5,313,0.1,13.0,20.0,5.0,2.5,11.9,15.5,19.26,48.8
2020-10-19,226,11.5,313,0.0,15.8,20.8,10.9,8.6,14.2,16.6,15.43,48.6
2020-10-20,226,11.5,313,0.0,16.4,21.2,11.2,9.5,14.2,16.9,17.38,48.1
2020-10-21,226,11.5,313,0.0,16.5,21.4,11.2,8.3,13.9,17.4,14.49,47.3
2020-10-22,226,11.5,313,0.0,16.3,21.7,11.0,7.5,14.3,18.6,21.84,46.0
2020-10-23,226,11.5,313,2.0,15.9,20.9,11.3,9.0,15.2,18.7,18.51,44.6
2020-10-24,226,11.5,313,0.0,16.9,22.0,11.6,9.7,15.7,19.6,24.37,43.8
2020-10-25,226,11.5,313,0.0,16.2,21.7,11.2,9.0,14.7,19.7,22.22,42.2
2020-10-26,226,11.5,313,0.0,16.2,22.4,9.2,7.3,14.4,20.0,20.7,39.4
2020-10-27,226,11.5,313,0.0,17.3,24.1,9.4,7.7,15.5,20.6,18.23,37.5
2020-10-28,226,11.5,313,0.1,15.7,19.2,11.1,9.1,16.0,19.3,8.52,36.4
2020-10-29,226,11.5,313,0.0,17.0,20.4,15.3,14.6,16.4,19.1,10.81,35.7
2020-10-30,226,11.5,313,0.0,17.0,19.8,14.9,13.2,15.9,19.0,11.34,34.7
2020-10-31,226,11.5,313,4.8,18.8,23.8,15.0,13.6,18.0,19.4,14.56,34.7
2020-11-01,226,11.5,313,0.0,17.7,21.3,10.9,8.6,15.7,19.0,18.42,35.7
2020-11-02,226,11.5,313,0.0,16.5,22.9,8.6,6.7,15.8,19.1,19.52,34.3
2020-11-03,226,11.5,313,1.6,18.5,20.2,16.3,15.5,18.6,19.3,9.52,33.4
2020-11-04,226,11.5,313,0.1,18.2,19.4,16.2,16.2,18.4,18.6,6.43,33.1
2020-11-05,226,11.5,313,52.3,17.4,20.0,14.6,15.0,18.4,17.9,4.35,45.2
2020-11-06,226,11.5,313,5.6,18.6,22.4,15.6,15.2,18.1,19.1,20.18,51.6
2020-11-07,226,11.5,313,13.0,18.1,22.7,12.3,11.4,17.8,19.3,15.7,48.9
2020-11-08,226,11.5,313,1.5,17.0,21.9,10.8,9.3,15.4,18.9,20.38,51.0
2020-11-09,226,11.5,313,4.7,13.2,18.2,8.0,5.9,12.6,16.7,11.59,50.7
2020-11-10,226,11.5,313,1.1,12.9,18.0,8.4,6.0,13.4,16.3,13.14,51.0
2020-11-11,226,11.5,313,0.1,14.5,18.3,9.8,8.6,13.1,16.3,19.86,50.2
2020-11-12,226,11.5,313,0.0,15.0,20.8,9.1,5.4,12.7,16.6,23.32,48.3
2020-11-13,226,11.5,313,0.0,14.9,23.1,7.5,4.3,13.0,17.8,21.44,46.8
2020-11-14,226,11.5,313,0.0,16.2,22.9,9.2,6.2,12.2,19.4,28.78,45.3
2020-11-15,226,11.5,313,0.0,15.5,22.9,7.9,4.6,12.4,19.3,23.27,44.2
2020-11-16,226,11.5,313,0.0,16.0,23.2,8.3,5.4,13.0,20.0,25.33,43.8
2020-11-17,226,11.5,313,0.0,16.1,22.2,10.8,6.7,13.8,20.1,25.4,41.6
2020-11-18,226,11.5,313,0.2,16.6,20.8,13.2,10.1,14.2,19.3,19.8,39.2
2020-11-19,226,11.5,313,0.0,15.6,21.1,10.1,6.3,11.6,19.2,27.29,36.9
2020-11-20,226,11.5,313,0.0,15.3,22.0,7.1,4.3,11.9,19.6,24.14,35.2
2020-11-21,226,11.5,313,0.0,14.7,20.8,6.1,6.1,12.9,19.3,21.78,34.1
2020-11-22,226,11.5,313,2.6,15.7,19.0,11.5,9.6,12.6,18.9,22.33,34.8
2020-11-23,226,11.5,313,0.0,13.6,18.5,7.9,7.0,10.4,18.1,19.39,34.4
2020-11-24,226,11.5,313,17.3,13.0,16.4,9.6,9.7,12.9,17.1,8.1,35.5
2020-11-25,226,11.5,313,2.7,19.1,23.1,13.7,14.0,18.8,18.8,19.24,46.5
2020-11-26,226,11.5,313,0.5,18.2,22.5,14.9,13.1,16.6,18.6,13.6,44.9
2020-11-27,226,11.5,313,1.3,17.2,20.4,14.2,13.4,14.6,18.8,28.7,44.2
2020-11-28,226,11.5,313,0.0,15.5,20.0,9.1,8.0,10.2,18.7,30.93,43.9
2020-11-29,226,11.5,313,1.8,14.8,20.7,8.8,7.8,13.8,17.4,14.97,42.0
2020-11-30,226,11.5,313,4.4,16.7,23.3,10.6,10.1,16.8,17.6,9.88,41.4
2020-12-01,226,11.5,313,3.0,16.6,19.8,12.5,11.3,15.2,18.3,23.77,43.7
2020-12-02,226,11.5,313,0.0,16.5,22.0,10.1,8.8,14.2,18.8,22.89,41.4
2020-12-03,226,11.5,313,0.6,16.7,20.3,10.6,8.6,14.5,18.9,20.68,40.2
2020-12-04,226,11.5,313,0.0,14.7,20.1,7.9,7.0,11.4,18.5,27.43,41.4
2020-12-05,226,11.5,313,0.0,15.3,20.0,11.8,12.2,12.5,18.6,15.47,40.1
2020-12-06,226,11.5,313,0.0,17.5,23.3,13.7,12.6,13.7,20.2,26.33,38.5
2020-12-07,226,11.5,313,0.0,19.2,24.5,11.9,13.2,17.3,20.9,17.04,36.6
2020-12-08,226,11.5,313,0.0,21.6,26.2,16.7,14.6,19.5,22.1,23.29,34.7
2020-12-09,226,11.5,313,6.8,20.4,26.8,13.4,13.1,19.6,22.1,14.13,33.1
2020-12-10,226,11.5,313,1.4,20.2,25.3,16.8,15.6,18.8,21.6,17.27,39.3
2020-12-11,226,11.5,313,0.0,17.6,21.4,13.6,12.2,15.3,20.3,21.29,37.2
2020-12-12,226,11.5,313,0.0,15.8,20.5,10.4,8.7,11.4,19.4,24.44,34.5
2020-12-13,226,11.5,313,0.0,16.2,19.9,12.6,11.2,12.0,19.8,26.89,31.9
2020-12-14,226,11.5,313,0.0,18.6,25.1,12.9,11.4,14.7,22.6,30.69,29.5
2020-12-15,226,11.5,313,0.0,17.7,25.4,8.8,8.9,13.8,23.2,30.8,27.4
2020-12-16,226,11.5,313,0.0,16.3,22.2,9.4,8.5,13.5,22.7,31.55,26.0
2020-12-17,226,11.5,313,0.0,17.1,22.5,11.8,10.8,13.1,23.1,31.75,24.8
2020-12-18,226,11.5,313,0.0,17.0,24.7,9.4,8.9,14.5,22.9,22.18,24.0
2020-12-19,226,11.5,313,0.0,18.0,24.6,11.0,10.3,15.1,23.5,26.24,23.2
2020-12-20,226,11.5,313,0.0,18.4,25.2,10.5,9.8,14.9,23.9,22.8,22.5
2020-12-21,226,11.5,313,0.0,18.1,25.3,11.8,11.1,15.6,23.1,18.76,22.0
2020-12-22,226,11.5,313,0.2,18.6,24.8,14.4,14.2,17.5,22.7,15.65,21.6
2020-12-23,226,11.5,313,0.0,19.9,25.1,14.7,15.4,17.9,23.0,18.93,21.4
2020-12-24,226,11.5,313,0.8,19.2,24.0,16.3,16.4,16.8,22.2,22.59,21.2
2020-12-25,226,11.5,313,0.0,17.6,21.7,13.0,12.2,12.8,21.6,24.12,20.9
2020-12-26,226,11.5,313,0.0,16.5,20.9,12.5,10.9,12.0,21.5,28.34,20.6
2020-12-27,226,11.5,313,0.0,14.9,19.8,9.8,8.2,10.6,20.6,28.4,20.0
2020-12-28,226,11.5,313,0.0,14.7,20.8,7.4,7.0,9.8,20.3,28.58,19.5
2020-12-29,226,11.5,313,0.0,15.2,20.6,5.6,5.9,10.8,20.2,26.35,19.2
2020-12-30,226,11.5,313,0.0,17.0,22.5,10.7,9.3,12.8,21.0,26.26,18.9
2020-12-31,226,11.5,313,0.0,17.2,23.3,10.5,10.0,14.4,22.3,24.91,18.6
2021-01-01,226,11.5,313,0.0,17.9,25.1,9.3,7.8,14.4,22.5,17.13,18.4
2021-01-02,226,11.5,313,47.4,17.5,24.1,12.5,12.4,18.1,21.1,11.49,25.1
2021-01-03,226,11.5,313,2.6,18.6,24.2,13.1,12.9,17.9,20.5,14.4,33.6
2021-01-04,226,11.5,313,0.0,19.3,26.6,12.8,12.0,16.7,21.7,30.68,32.8
2021-01-05,226,11.5,313,0.0,19.8,26.7,10.8,11.3,16.6,23.1,31.02,31.3
2021-01-06,226,11.5,313,0.0,20.4,29.0,12.2,11.7,15.8,24.0,26.34,29.2
2021-01-07,226,11.5,313,0.1,18.8,25.4,12.3,11.7,16.8,22.9,15.39,27.4
2021-01-08,226,11.5,313,14.5,19.2,24.3,14.8,15.4,18.2,21.6,19.46,33.0
2021-01-09,226,11.5,313,3.0,19.2,25.1,13.2,12.5,18.0,21.5,16.59,34.9
2021-01-10,226,11.5,313,0.0,19.0,24.3,14.4,13.4,16.3,21.0,14.93,34.5
2021-01-11,226,11.5,313,0.0,18.3,23.6,12.3,10.8,14.3,20.8,26.81,33.5
2021-01-12,226,11.5,313,0.0,18.2,24.2,10.3,9.3,16.8,21.8,27.52,31.7
2021-01-13,226,11.5,313,0.0,20.9,24.3,18.7,17.2,19.1,23.0,18.73,30.0
2021-01-14,226,11.5,313,0.0,21.3,26.6,16.1,14.8,17.0,23.4,22.61,28.4
2021-01-15,226,11.5,313,0.0,19.7,25.0,14.8,13.5,16.2,23.4,30.2,26.8
2021-01-16,226,11.5,313,0.0,18.3,24.9,11.7,10.6,14.7,23.0,24.74,25.5
2021-01-17,226,11.5,313,2.8,18.3,26.8,10.7,9.6,17.1,22.4,18.17,24.9
2021-01-18,226,11.5,313,0.6,18.7,23.1,14.4,13.1,14.3,21.0,24.46,25.2
2021-01-19,226,11.5,313,0.0,19.1,26.4,12.9,11.2,15.9,20.9,19.51,24.4
2021-01-20,226,11.5,313,10.7,16.3,20.2,10.4,10.2,14.7,19.6,16.39,29.6
2021-01-21,226,11.5,313,0.5,14.5,22.9,7.1,6.6,11.7,17.8,23.28,32.1
2021-01-22,226,11.5,313,0.0,16.1,22.2,8.5,8.8,12.7,18.6,22.88,30.8
2021-01-23,226,11.5,313,0.0,17.3,23.0,11.6,9.8,13.8,19.5,19.29,29.2
2021-01-24,226,11.5,313,0.6,18.0,23.1,12.0,11.5,17.9,19.1,8.62,28.0
2021-01-25,226,11.5,313,0.0,20.6,25.6,16.9,16.6,16.6,21.7,23.0,27.0
2021-01-26,226,11.5,313,0.0,20.5,25.1,17.0,14.8,18.4,22.6,17.67,25.6
2021-01-27,226,11.5,313,0.0,19.9,18.8,10.2,8.7,18.0,16.1,23.52,24.7
2021-01-28,226,11.5,313,0.0,19.3,18.8,10.2,8.7,16.8,16.1,19.4,23.7
2021-01-29,226,11.5,313,0.0,17.1,18.8,10.2,8.7,10.8,16.1,25.59,23.2
2021-01-30,226,11.5,313,0.5,16.4,18.8,10.2,8.7,11.7,16.1,29.82,22.2
2021-01-31,226,11.5,313,0.0,16.4,18.8,10.2,8.7,11.2,16.1,29.72,21.5
2021-02-01,226,11.5,313,0.0,17.2,18.8,10.2,8.7,13.4,16.1,27.84,20.9
2021-02-02,226,11.5,313,0.0,18.0,18.8,10.2,8.7,14.1,16.1,28.14,20.4
