Day(Local_Date),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tmean(C),Tmax(C),Tmin(C),Tgmin(C),VapPress(hPa),ET10(C),Rad(MJ/m2),SoilM(%),Season
2001-07-28,25.0,5.8,115.0,0.0,8.2,14.3,2.8,-0.9,9.2,8.9,10.25,51.0,Winter
2001-07-29,352.0,15.0,326.0,7.7,12.5,16.5,7.0,5.8,13.3,11.1,4.32,50.9,Winter
2001-07-30,82.0,12.3,302.0,13.7,14.3,18.0,11.6,9.3,14.9,13.9,7.3,51.4,Winter
2001-07-31,79.0,13.5,330.0,0.2,11.9,13.3,10.6,10.2,12.5,12.5,5.67,51.6,Winter
2001-08-01,224.0,8.8,202.0,0.2,11.0,15.8,4.9,0.9,10.9,12.3,13.05,51.1,Winter
2001-08-02,19.0,7.8,157.0,0.6,9.5,16.9,3.6,0.6,10.8,10.9,10.23,51.6,Winter
2001-08-03,231.0,18.8,435.0,6.7,11.7,14.5,7.9,6.2,11.3,11.3,9.84,51.3,Winter
2001-08-04,247.0,8.6,228.0,0.2,11.3,15.6,8.4,4.1,11.3,11.5,9.86,51.4,Winter
2001-08-05,263.0,9.4,264.0,0.0,9.9,15.5,5.5,1.7,10.4,10.8,11.55,50.7,Winter
2001-08-06,282.0,6.0,212.0,0.0,10.5,16.4,5.2,0.9,10.6,11.0,12.91,51.6,Winter
2001-08-07,351.0,10.4,242.0,0.6,10.9,16.1,4.3,0.7,11.2,10.9,8.1,51.1,Winter
2001-08-08,314.0,8.8,168.0,10.8,14.7,19.0,11.6,9.9,14.7,14.2,9.64,51.3,Winter
2001-08-09,332.0,9.2,289.0,0.4,15.3,18.7,12.2,10.6,14.8,14.7,10.04,51.3,Winter
2001-08-10,267.0,12.9,299.0,3.6,12.2,15.8,9.6,6.5,13.0,13.2,9.2,51.1,Winter
2001-08-11,253.0,12.6,386.0,8.5,11.3,14.8,9.1,5.2,11.9,11.6,5.9,51.4,Winter
2001-08-12,205.0,8.5,238.0,0.0,10.4,16.1,4.6,0.3,10.1,10.9,11.58,51.7,Winter
2001-08-13,221.0,9.1,216.0,0.3,8.4,15.3,2.2,-1.1,9.2,10.0,14.68,51.6,Winter
2001-08-14,220.0,21.2,401.0,3.9,9.0,13.6,6.2,1.0,9.5,9.7,10.21,51.5,Winter
2001-08-15,204.0,19.4,541.0,1.1,8.7,11.6,4.9,-0.2,8.6,8.4,9.41,51.8,Winter
2001-08-16,210.0,14.7,376.0,0.0,9.4,12.3,6.6,1.1,8.1,9.2,14.62,51.6,Winter
2001-08-17,244.0,10.4,248.0,0.0,9.9,14.0,4.8,0.2,9.5,9.8,9.13,50.7,Winter
2001-08-18,8.0,16.0,351.0,4.2,10.6,14.8,8.1,4.1,10.4,10.3,6.46,50.9,Winter
2001-08-19,264.0,23.4,362.0,2.8,10.0,15.8,4.5,1.1,11.0,10.1,10.78,51.3,Winter
2001-08-20,260.0,19.2,642.0,2.1,11.7,15.1,9.1,6.3,11.2,10.9,13.29,51.7,Winter
2001-08-21,280.0,13.2,399.0,0.2,12.7,18.6,8.3,4.9,12.7,12.1,13.42,51.7,Winter
2001-08-22,276.0,8.7,247.0,0.2,13.1,19.4,7.6,5.0,12.9,12.5,10.64,51.2,Winter
2001-08-23,353.0,10.6,247.0,0.9,12.4,18.2,6.8,4.9,13.0,12.5,10.02,50.5,Winter
2001-08-24,220.0,18.9,432.0,5.4,12.3,15.7,9.8,6.7,11.7,12.1,11.22,50.9,Winter
2001-08-25,297.0,11.8,458.0,10.8,12.0,15.6,8.7,5.9,12.1,12.6,12.4,51.5,Winter
2001-08-26,232.0,12.4,286.0,4.6,10.2,14.5,7.1,3.8,11.1,11.7,13.46,51.8,Winter
2001-08-27,227.0,7.3,207.0,0.0,10.3,16.1,4.9,1.3,10.2,11.6,15.71,51.8,Winter
2001-08-28,61.0,6.1,169.0,0.0,8.8,15.1,2.5,-0.2,9.5,11.1,17.13,51.7,Winter
2001-08-29,37.0,11.2,386.0,9.9,12.0,14.9,8.9,7.3,12.4,11.7,4.83,51.4,Winter
2001-08-30,41.0,13.0,455.0,28.1,12.8,15.0,11.1,11.0,13.8,13.1,6.31,51.6,Winter
2001-08-31,84.0,10.2,302.0,3.8,13.2,16.4,10.3,8.8,13.7,13.7,11.72,51.7,Winter
2001-09-01,77.0,12.6,361.0,153.1,12.5,13.8,10.6,10.6,13.8,13.1,2.55,51.6,Spring
2001-09-02,127.0,12.4,381.0,10.6,12.0,15.5,7.6,4.8,11.9,12.9,8.82,51.9,Spring
2001-09-03,50.0,15.3,429.0,1.2,11.7,14.6,7.8,5.1,12.3,12.8,12.75,51.8,Spring
2001-09-04,51.0,16.3,553.0,67.5,12.2,13.6,10.8,9.4,13.0,12.3,2.26,51.7,Spring
2001-09-05,30.0,9.1,244.0,1.9,13.8,18.4,9.7,6.8,14.0,14.3,14.99,51.7,Spring
2001-09-06,198.0,7.7,150.0,0.1,12.5,17.0,7.7,6.6,13.2,14.4,11.61,51.9,Spring
2001-09-07,224.0,12.3,357.0,0.5,13.2,16.1,11.8,10.2,13.0,13.9,11.04,51.7,Spring
2001-09-08,256.0,7.2,240.0,0.0,13.2,17.9,8.8,5.3,12.4,14.3,13.27,51.4,Spring
2001-09-09,54.0,6.8,207.0,0.1,10.5,16.3,6.1,3.3,10.6,12.9,15.0,50.5,Spring
2001-09-10,80.0,9.5,269.0,0.1,10.7,15.9,4.2,2.0,10.7,13.1,20.97,50.2,Spring
2001-09-11,81.0,10.9,366.0,1.8,11.8,15.5,10.3,7.8,11.2,13.7,14.38,49.8,Spring
2001-09-12,50.0,7.4,231.0,0.0,11.3,15.2,6.9,3.9,11.6,13.0,11.41,49.7,Spring
2001-09-13,56.0,9.3,247.0,0.1,10.2,15.8,4.9,2.3,11.0,12.5,15.9,49.6,Spring
2001-09-14,30.0,12.3,357.0,3.1,12.4,16.2,6.1,4.0,13.1,13.1,9.33,49.5,Spring
2001-09-15,22.0,12.3,320.0,7.4,14.2,15.1,12.2,11.3,14.7,14.0,4.71,50.1,Spring
2001-09-16,226.0,5.3,152.0,11.1,14.0,18.5,11.7,9.4,15.0,15.1,9.09,51.4,Spring
2001-09-17,236.0,10.0,244.0,0.0,12.3,16.1,8.3,7.0,11.9,14.2,11.46,51.4,Spring
2001-09-18,217.0,15.0,367.0,0.4,12.4,17.1,6.6,5.4,11.3,13.9,18.94,51.3,Spring
2001-09-19,226.0,12.3,288.0,0.0,12.4,16.2,6.6,5.1,10.9,13.6,12.27,50.8,Spring
2001-09-20,274.0,8.7,246.0,0.0,12.9,15.1,11.3,10.3,11.2,13.9,8.13,50.3,Spring
2001-09-21,256.0,12.2,331.0,0.2,12.5,16.7,9.8,7.3,12.1,14.8,16.48,49.8,Spring
2001-09-22,262.0,14.0,399.0,1.9,12.3,15.8,8.0,5.8,13.0,13.5,10.54,49.6,Spring
2001-09-23,236.0,11.2,294.0,0.0,11.5,15.6,7.1,5.8,9.7,13.7,16.42,49.5,Spring
2001-09-24,220.0,13.3,340.0,0.3,11.5,16.2,7.0,4.4,10.3,13.2,16.76,49.6,Spring
2001-09-25,107.0,7.3,170.0,0.0,10.2,15.5,5.1,3.9,9.9,13.8,22.43,50.6,Spring
2001-09-26,191.69,9.5,193.0,0.1,10.1,16.3,3.9,3.1,9.9,13.4,18.88,50.2,Spring
2001-09-27,39.0,7.6,174.0,0.0,11.2,18.3,4.4,3.5,10.6,14.1,17.43,48.9,Spring
2001-09-28,71.0,6.7,151.0,0.0,11.6,19.5,4.7,3.4,10.1,14.9,19.86,47.0,Spring
2001-09-29,60.0,6.1,171.0,0.0,12.1,19.7,4.9,2.7,10.3,15.7,23.17,44.5,Spring
2001-09-30,273.0,8.4,223.0,0.0,13.3,21.0,5.2,3.8,12.1,16.6,22.57,41.6,Spring
2001-10-01,190.0,6.4,139.0,0.0,14.4,20.5,9.3,7.5,13.6,17.2,18.25,38.6,Spring
2001-10-02,292.77,6.8,166.0,0.0,13.3,24.6,7.2,6.0,13.2,15.4,10.25,36.6,Spring
2001-10-03,20.0,7.9,232.0,0.0,13.4,18.7,7.6,5.6,13.1,15.7,17.11,35.1,Spring
2001-10-04,55.0,11.8,437.0,2.7,15.9,19.5,11.2,9.6,15.5,17.4,17.53,33.4,Spring
2001-10-05,23.0,14.4,575.0,0.8,16.3,18.3,15.4,15.0,17.0,17.0,10.06,33.0,Spring
2001-10-06,67.0,15.7,615.0,18.6,16.3,18.2,15.8,14.0,18.1,16.6,3.09,41.0,Spring
2001-10-07,241.0,15.6,548.0,2.9,15.3,17.9,11.7,8.4,14.4,16.8,17.92,49.4,Spring
2001-10-08,272.0,11.5,337.0,0.2,15.6,21.2,11.8,8.8,14.6,17.1,17.8,46.2,Spring
2001-10-09,2.0,17.7,432.0,4.9,15.0,19.3,11.0,9.3,14.6,15.9,9.59,45.7,Spring
2001-10-10,307.0,13.4,288.0,22.0,13.7,18.1,10.8,8.5,13.9,16.1,14.88,48.5,Spring
2001-10-11,204.0,10.6,370.0,2.4,14.4,18.7,11.2,9.1,13.4,16.6,20.79,52.4,Spring
2001-10-12,48.0,7.9,192.0,0.0,13.7,18.7,8.6,5.8,12.0,17.4,25.19,49.7,Spring
2001-10-13,7.0,8.1,154.0,0.9,13.3,19.7,7.2,4.6,13.2,17.0,16.09,47.6,Spring
2001-10-14,237.0,14.3,413.0,0.5,14.4,19.2,9.8,7.4,14.2,16.7,17.57,46.8,Spring
2001-10-15,270.0,8.4,254.0,5.2,15.1,19.6,10.8,7.8,15.3,16.9,12.26,47.0,Spring
2001-10-16,231.0,18.6,636.0,5.6,15.5,18.6,11.0,7.5,13.8,17.1,21.32,50.9,Spring
2001-10-17,272.0,9.8,270.0,0.0,13.8,19.8,9.8,6.6,12.3,16.8,20.91,49.7,Spring
2001-10-18,283.0,11.4,346.0,0.0,15.0,21.0,9.1,6.7,14.2,17.9,23.46,50.2,Spring
2001-10-19,8.0,13.3,373.0,2.2,15.6,22.0,10.3,8.4,15.0,17.8,18.6,48.1,Spring
2001-10-20,10.0,15.8,470.0,9.3,17.4,21.7,13.0,10.8,17.5,18.9,16.93,50.5,Spring
2001-10-21,88.0,7.6,228.0,0.0,15.3,20.3,9.1,6.5,15.0,17.8,16.85,50.4,Spring
2001-10-22,194.0,12.2,314.0,26.7,15.3,18.5,12.8,12.5,15.1,17.5,13.35,50.1,Spring
2001-10-23,216.0,17.4,507.0,0.0,14.7,17.6,11.7,9.9,13.0,17.1,26.79,51.7,Spring
2001-10-24,228.0,20.5,508.0,1.1,14.2,17.4,11.0,6.7,11.7,15.9,19.45,50.9,Spring
2001-10-25,199.0,10.9,297.0,0.0,11.8,17.2,5.4,1.1,9.4,15.9,26.53,49.9,Spring
2001-10-26,268.0,13.9,436.0,1.4,14.4,17.8,10.6,7.4,14.0,16.2,13.8,49.1,Spring
2001-10-27,277.0,12.7,409.0,6.0,16.0,18.7,13.7,13.3,17.0,17.3,9.25,50.1,Spring
2001-10-28,255.0,23.4,553.0,17.5,15.7,18.7,14.7,13.3,16.0,16.3,7.9,51.3,Spring
2001-10-29,234.0,21.8,841.0,0.0,15.9,18.5,14.4,12.6,14.0,16.4,20.12,51.7,Spring
2001-10-30,283.0,16.6,626.0,0.0,16.9,20.9,13.6,11.3,15.3,18.2,27.01,50.4,Spring
2001-10-31,312.0,11.7,382.0,0.0,17.3,24.1,11.3,10.1,15.9,18.8,17.84,49.2,Spring
2001-11-01,267.0,28.8,744.0,6.8,15.7,19.9,10.6,9.3,14.3,17.6,22.41,50.6,Spring
2001-11-02,276.0,17.6,635.0,0.6,15.4,18.7,12.4,9.2,12.5,17.3,23.86,49.4,Spring
2001-11-03,299.0,16.2,443.0,11.9,13.2,16.3,10.3,6.8,13.1,15.6,11.52,50.5,Spring
2001-11-04,225.0,13.2,394.0,1.0,13.7,18.1,9.6,6.1,11.6,16.3,26.12,51.9,Spring
2001-11-05,59.0,12.8,471.0,2.4,13.9,16.5,11.1,8.9,11.4,15.7,16.94,51.2,Spring
2001-11-06,89.0,15.2,525.0,5.0,13.8,15.6,12.0,11.0,12.5,14.2,5.67,50.7,Spring
2001-11-07,40.0,16.6,453.0,17.4,15.7,20.8,13.6,13.3,15.9,16.5,12.49,51.3,Spring
2001-11-08,252.0,13.5,440.0,3.5,15.3,18.6,11.2,8.6,15.1,17.4,18.79,51.7,Spring
2001-11-09,4.0,7.7,195.0,0.0,14.5,19.2,9.1,6.7,13.7,17.9,24.15,51.6,Spring
2001-11-10,287.0,10.4,282.0,2.1,15.9,22.8,9.4,6.6,15.6,18.5,18.79,50.7,Spring
2001-11-11,271.0,9.7,300.0,0.0,15.9,21.1,11.1,9.0,15.1,18.8,21.43,50.1,Spring
2001-11-12,250.0,7.3,219.0,1.7,16.0,19.9,13.0,10.6,15.9,18.7,13.14,49.8,Spring
2001-11-13,320.0,10.7,239.0,3.7,16.4,21.3,11.8,10.4,17.4,18.1,8.31,49.6,Spring
2001-11-14,264.0,23.8,790.0,2.8,17.3,21.0,14.4,13.7,15.7,18.5,19.84,49.8,Spring
2001-11-15,241.0,20.4,564.0,1.9,15.5,19.5,10.0,6.9,12.2,18.0,30.71,50.4,Spring
2001-11-16,259.0,10.5,296.0,0.1,14.1,20.5,6.9,3.6,12.5,18.5,26.87,49.6,Spring
2001-11-17,224.0,12.4,316.0,0.3,14.2,18.4,9.9,5.6,12.2,18.1,22.04,49.2,Spring
2001-11-18,191.0,8.0,192.0,0.0,12.8,20.2,5.4,2.5,10.2,18.2,24.58,47.9,Spring
2001-11-19,276.0,11.1,230.0,0.0,14.9,21.9,6.8,3.7,13.6,19.3,25.09,45.1,Spring
2001-11-20,76.0,7.2,180.0,0.0,16.7,23.1,9.5,6.8,16.1,20.1,18.78,42.2,Spring
2001-11-21,12.0,10.7,376.0,0.0,17.4,22.7,14.6,11.8,17.3,19.0,11.88,39.9,Spring
2001-11-22,332.0,17.0,414.0,5.1,18.8,22.7,14.5,11.8,19.4,19.6,10.64,40.7,Spring
2001-11-23,261.0,16.7,519.0,8.3,17.2,21.4,13.8,12.1,17.8,19.8,18.77,46.6,Spring
2001-11-24,229.0,14.2,477.0,0.0,16.6,20.7,12.1,8.7,14.4,20.1,30.3,47.7,Spring
2001-11-25,91.0,8.8,322.0,0.0,14.8,18.4,10.7,7.1,13.3,18.0,18.05,45.8,Spring
2001-11-26,189.16,11.39,322.67,0.0,14.54,19.31,9.87,8.43,13.39,16.39,15.16,37.32,Spring
2001-11-27,189.16,11.39,322.67,0.0,14.54,19.31,9.87,8.43,13.39,16.39,15.16,37.32,Spring
2001-11-28,50.0,10.0,304.0,0.9,16.3,19.2,13.6,13.6,14.9,18.1,12.96,38.2,Spring
2001-11-29,62.0,12.3,431.0,4.0,17.7,20.7,15.5,15.1,18.3,18.9,13.06,37.3,Spring
2001-11-30,91.0,13.2,508.0,8.4,18.2,19.4,17.3,17.4,20.1,19.1,4.88,38.9,Spring
2001-12-01,35.0,13.9,562.0,10.5,18.7,19.7,17.9,17.9,20.9,19.2,5.55,50.9,Summer
2001-12-02,41.0,10.6,440.0,11.0,18.4,19.7,17.9,17.8,19.9,19.0,4.21,52.8,Summer
2001-12-03,28.0,11.8,416.0,4.0,18.5,20.2,17.5,17.4,19.4,19.2,9.01,52.9,Summer
2001-12-04,5.0,12.1,389.0,0.0,19.5,22.9,17.2,15.2,18.2,20.4,25.47,51.0,Summer
2001-12-05,358.0,8.7,309.0,0.7,19.2,21.7,16.4,14.2,18.3,20.3,14.71,49.1,Summer
2001-12-06,355.0,14.2,511.0,0.3,20.0,23.5,18.0,16.0,17.7,20.9,28.57,47.6,Summer
2001-12-07,11.0,13.1,350.0,8.2,19.0,21.6,16.8,16.0,18.7,20.8,11.65,46.5,Summer
2001-12-08,286.0,15.4,305.0,16.8,18.3,20.1,14.8,13.2,19.4,19.7,3.7,50.1,Summer
2001-12-09,258.0,17.3,401.0,11.4,18.9,22.4,14.6,11.7,17.8,20.6,20.54,52.0,Summer
2001-12-10,285.0,15.6,506.0,0.9,17.2,21.4,14.1,11.5,15.5,19.8,22.48,51.3,Summer
2001-12-11,305.0,13.3,323.0,5.8,16.3,20.4,12.7,9.5,14.7,18.7,12.84,50.3,Summer
2001-12-12,226.0,11.5,326.0,0.6,18.0,23.8,13.8,11.8,16.5,19.4,18.15,51.3,Summer
2001-12-13,256.0,16.0,391.0,0.0,15.9,20.2,12.1,7.9,12.3,19.1,26.55,49.9,Summer
2001-12-14,180.0,7.3,181.0,0.0,15.4,20.1,8.4,5.5,12.3,18.6,17.86,48.4,Summer
2001-12-15,155.0,7.7,186.0,7.8,16.5,18.4,13.7,13.7,16.9,18.8,8.19,48.3,Summer
2001-12-16,40.0,11.0,345.0,20.5,19.5,22.9,17.8,17.8,20.1,20.5,18.28,51.3,Summer
2001-12-17,89.0,9.1,320.0,5.6,18.7,20.4,17.8,17.7,20.1,20.3,7.99,51.3,Summer
2001-12-18,175.0,8.4,189.0,9.1,19.4,23.2,16.4,16.6,19.4,20.9,16.95,51.3,Summer
2001-12-19,226.0,12.4,390.0,0.0,19.4,23.3,16.5,14.8,18.5,21.3,23.15,50.8,Summer
2001-12-20,245.0,10.3,375.0,0.0,19.1,23.9,15.3,13.6,17.5,21.4,25.32,49.2,Summer
2001-12-21,232.0,13.6,343.0,0.0,18.5,23.3,14.8,11.5,16.3,20.9,23.74,47.8,Summer
2001-12-22,175.0,11.7,378.0,0.0,18.0,22.0,13.2,9.7,15.3,20.4,24.27,45.8,Summer
2001-12-23,257.0,12.9,484.0,0.4,19.3,22.8,16.5,15.3,16.8,21.2,25.19,44.5,Summer
2001-12-24,283.0,13.8,404.0,14.6,18.5,23.5,15.4,13.0,18.6,20.9,19.29,47.9,Summer
2001-12-25,257.0,9.1,269.0,0.0,18.4,23.6,14.0,11.0,15.8,21.2,27.63,48.8,Summer
2001-12-26,2.0,7.0,164.0,0.0,18.6,24.5,11.7,9.5,17.2,21.7,20.15,47.5,Summer
2001-12-27,268.0,12.1,245.0,7.8,18.5,20.7,16.9,15.7,19.6,20.8,5.09,47.2,Summer
2001-12-28,254.0,18.0,679.0,1.8,18.0,21.5,15.0,13.0,15.0,19.9,26.04,48.9,Summer
2001-12-29,265.0,16.1,609.0,2.0,17.1,21.2,14.6,12.0,13.0,18.7,21.25,48.0,Summer
2001-12-30,272.0,21.3,550.0,6.7,17.2,20.8,13.9,11.1,14.7,18.6,20.24,49.0,Summer
2001-12-31,226.0,14.1,377.0,0.0,17.5,21.8,12.8,8.9,14.1,19.2,26.09,48.7,Summer
2002-01-01,67.0,6.6,159.0,0.1,19.0,25.5,12.5,10.8,15.9,21.5,27.1,46.7,Summer
2002-01-02,68.0,6.2,147.0,0.0,19.4,26.1,11.6,9.5,17.0,22.8,25.68,44.3,Summer
2002-01-03,8.0,9.1,175.0,0.0,19.2,25.2,13.2,11.3,18.0,23.1,23.01,41.5,Summer
2002-01-04,265.0,17.8,521.0,5.7,19.0,22.6,15.2,12.9,16.6,21.9,26.14,41.5,Summer
2002-01-05,279.0,17.8,667.0,2.2,18.0,21.3,15.1,12.7,13.9,20.1,26.46,39.5,Summer
2002-01-06,264.0,13.7,295.0,18.0,15.7,19.6,12.0,9.9,15.1,19.4,15.2,46.5,Summer
2002-01-07,224.0,10.3,263.0,0.0,15.4,21.3,9.6,7.4,12.3,18.7,22.91,49.3,Summer
2002-01-08,75.0,6.3,123.0,0.0,15.0,21.2,8.5,6.3,13.0,19.0,18.0,46.9,Summer
2002-01-09,6.0,10.6,276.0,5.5,17.0,22.7,12.9,12.3,17.2,19.3,10.04,45.7,Summer
2002-01-10,260.0,9.7,240.0,2.0,18.8,24.6,14.2,13.4,17.4,21.2,24.96,47.6,Summer
2002-01-11,32.0,13.0,274.0,7.4,16.6,20.8,11.9,11.0,17.0,19.8,13.99,47.1,Summer
2002-01-12,16.0,9.4,138.0,8.7,16.3,22.4,12.2,11.4,16.4,19.6,14.81,51.3,Summer
2002-01-13,268.0,10.5,355.0,0.0,18.3,23.7,11.9,10.8,16.8,20.5,28.38,51.1,Summer
2002-01-14,277.0,12.1,342.0,5.5,18.9,24.6,15.4,12.5,18.8,20.9,14.49,50.5,Summer
2002-01-15,271.0,17.8,540.0,3.2,18.9,22.7,15.2,12.3,17.3,20.3,18.95,50.6,Summer
2002-01-16,269.0,11.3,348.0,0.2,19.0,23.5,14.5,11.3,16.7,21.2,29.24,49.3,Summer
2002-01-17,12.0,9.7,218.0,0.0,18.5,24.2,12.8,10.6,16.4,21.8,25.17,47.3,Summer
2002-01-18,29.0,10.2,159.0,4.0,18.4,23.5,14.2,12.6,18.6,21.4,11.21,45.6,Summer
2002-01-19,211.0,15.8,469.0,14.1,18.3,21.8,15.0,12.7,15.8,20.6,23.42,51.4,Summer
2002-01-20,245.0,15.9,424.0,0.5,17.2,21.3,13.6,10.1,13.7,19.8,26.33,49.0,Summer
2002-01-21,187.0,10.5,279.0,0.0,17.8,22.5,12.4,9.4,12.9,21.2,30.7,46.7,Summer
2002-01-22,209.0,7.0,157.0,0.0,17.3,23.7,10.0,8.0,14.7,21.7,22.64,43.8,Summer
2002-01-23,55.0,8.9,207.0,0.0,17.4,24.4,9.6,8.1,15.5,22.2,28.23,40.7,Summer
2002-01-24,55.0,6.6,131.0,0.0,17.7,23.3,11.6,9.7,15.7,22.1,19.36,38.2,Summer
2002-01-25,82.0,6.6,171.0,0.0,19.1,23.9,14.5,12.0,16.7,22.9,21.98,36.0,Summer
2002-01-26,76.0,13.0,330.0,0.0,18.1,22.5,12.8,10.9,17.3,21.5,17.08,33.9,Summer
2002-01-27,48.0,12.2,462.0,9.2,19.3,20.9,18.0,16.8,18.7,20.5,9.13,37.2,Summer
2002-01-28,53.0,10.8,339.0,0.0,19.7,22.9,16.4,13.6,18.3,21.3,21.57,38.1,Summer
2002-01-29,77.0,13.3,407.0,0.0,19.5,23.3,16.2,12.9,17.4,21.5,21.12,34.7,Summer
2002-01-30,52.0,11.2,429.0,0.0,19.9,23.3,16.9,13.5,16.9,22.5,28.22,31.5,Summer
2002-01-31,80.0,9.4,283.0,0.0,19.7,23.7,15.5,13.2,16.1,23.5,28.15,28.5,Summer
2002-02-01,218.0,10.9,264.0,0.0,19.8,25.8,14.3,12.3,16.7,23.7,26.98,25.8,Summer
2002-02-02,53.0,8.2,217.0,0.0,18.0,23.5,13.3,11.3,15.8,22.7,17.29,23.6,Summer
2002-02-03,118.0,8.2,184.0,0.0,17.1,24.2,9.1,6.9,13.0,22.5,26.25,22.0,Summer
2002-02-04,264.0,9.6,262.0,0.0,18.0,24.3,11.5,9.4,15.3,22.6,21.85,20.3,Summer
2002-02-05,266.0,17.1,471.0,2.6,18.4,24.1,15.3,12.3,17.6,21.5,13.0,19.6,Summer
2002-02-06,215.0,15.1,499.0,0.0,17.8,21.9,12.8,10.2,12.0,19.9,27.21,19.3,Summer
2002-02-07,40.0,6.8,135.0,0.0,16.0,21.4,11.9,8.9,13.1,20.3,14.98,18.2,Summer
2002-02-08,62.0,10.3,282.0,6.3,16.5,21.3,10.8,8.6,16.2,20.2,14.97,18.4,Summer
2002-02-09,76.0,14.0,614.0,0.7,18.8,21.6,16.9,15.0,16.1,19.9,18.09,19.0,Summer
2002-02-10,31.0,14.9,594.0,0.1,19.7,20.9,18.1,16.5,18.7,19.8,7.48,18.4,Summer
2002-02-11,32.0,12.5,399.0,6.1,20.9,23.3,19.5,19.6,23.7,21.3,8.62,20.9,Summer
2002-02-12,197.0,7.7,201.0,34.9,20.2,21.2,18.3,18.1,22.8,21.4,3.01,32.7,Summer
2002-02-13,238.0,14.6,425.0,1.0,19.7,23.4,16.5,14.6,17.9,21.3,25.88,36.6,Summer
2002-02-14,121.0,7.8,224.0,0.0,18.1,22.1,15.2,13.0,13.2,21.7,26.7,31.9,Summer
2002-02-15,118.0,9.8,220.0,0.0,17.4,21.8,13.2,9.3,11.9,22.0,27.72,28.5,Summer
2002-02-16,65.0,8.3,195.0,0.0,17.2,22.6,11.4,9.7,12.7,22.5,26.63,25.6,Summer
2002-02-17,54.0,6.2,144.0,0.2,16.3,22.3,10.3,8.9,13.9,21.8,20.43,23.4,Summer
2002-02-18,236.0,6.5,168.0,0.0,16.7,24.2,9.6,7.4,14.2,21.8,21.86,21.9,Summer
2002-02-19,227.0,11.4,300.0,0.0,16.9,23.2,9.6,7.4,14.2,21.4,24.56,20.5,Summer
2002-02-20,154.0,7.1,224.0,0.0,18.5,23.3,14.4,11.8,17.1,21.6,13.37,19.1,Summer
2002-02-21,39.0,9.9,270.0,3.4,17.4,21.2,14.5,13.7,17.3,20.3,8.04,19.0,Summer
2002-02-22,179.79,12.3,364.0,0.3,18.6,22.0,17.2,15.3,17.7,19.3,6.98,19.7,Summer
2002-02-23,276.0,16.5,390.0,1.9,19.4,24.5,15.0,12.7,18.1,20.4,16.21,19.8,Summer
2002-02-24,266.0,13.0,391.0,0.0,18.4,22.8,14.6,12.1,16.2,20.4,23.41,19.2,Summer
2002-02-25,225.0,10.0,249.0,0.0,16.7,22.3,11.5,8.5,13.8,20.0,17.54,18.7,Summer
2002-02-26,69.0,7.5,236.0,0.0,16.1,22.7,8.9,6.7,13.8,20.5,25.85,18.3,Summer
2002-02-27,29.0,10.0,311.0,0.0,18.1,22.8,12.8,10.3,17.0,20.9,14.01,17.6,Summer
2002-02-28,8.0,9.8,293.0,0.0,17.8,24.4,12.1,9.7,16.1,21.5,23.14,16.9,Summer
2002-03-01,10.0,12.3,303.0,0.0,18.4,22.18,15.3,13.64,18.4,21.6,15.43,16.2,Autumn
2002-03-02,278.0,8.8,233.0,24.8,19.4,22.7,18.2,16.7,19.8,20.6,6.07,22.4,Autumn
2002-03-03,251.0,9.7,289.0,0.4,18.9,22.1,14.4,12.6,16.9,20.8,19.04,25.0,Autumn
2002-03-04,252.0,14.2,395.0,0.4,17.4,22.6,13.4,9.8,15.9,19.6,18.35,23.9,Autumn
2002-03-05,212.0,11.8,294.0,0.0,17.2,21.4,12.6,9.2,13.5,19.4,16.17,22.8,Autumn
2002-03-06,45.0,9.1,225.0,0.0,15.1,20.7,9.2,6.9,14.5,19.1,17.24,21.8,Autumn
2002-03-07,50.0,8.2,206.0,0.0,16.2,22.2,10.8,8.7,14.2,19.7,18.86,20.6,Autumn
2002-03-08,80.0,8.4,188.0,0.0,16.0,22.2,10.7,7.8,13.7,19.6,16.14,19.3,Autumn
2002-03-09,55.0,10.3,261.0,0.1,16.5,21.9,10.2,7.9,15.8,19.4,15.77,18.5,Autumn
2002-03-10,47.0,12.5,444.0,0.1,19.7,24.0,17.4,16.3,18.0,20.6,15.15,17.9,Autumn
2002-03-11,66.0,17.4,681.0,0.0,19.9,22.7,18.0,17.1,18.2,20.9,16.43,17.3,Autumn
2002-03-12,48.0,18.2,725.0,0.6,19.0,22.1,16.9,16.7,17.0,20.2,14.71,16.6,Autumn
2002-03-13,80.0,13.2,520.0,0.0,18.6,20.0,17.5,16.9,18.4,19.5,6.59,16.2,Autumn
2002-03-14,34.0,8.9,336.0,39.5,18.6,20.2,17.4,17.5,20.4,19.7,4.49,34.0,Autumn
2002-03-15,192.0,8.9,304.0,4.9,18.0,21.9,16.1,14.2,16.8,19.5,11.21,41.5,Autumn
2002-03-16,244.0,11.3,311.0,0.0,16.7,20.7,12.4,10.2,13.0,18.6,14.36,33.4,Autumn
2002-03-17,280.0,14.8,501.0,1.6,16.9,22.3,10.8,8.2,16.5,18.1,13.66,31.5,Autumn
2002-03-18,240.0,22.9,704.0,0.0,18.3,22.2,15.0,11.3,15.5,18.9,17.09,30.3,Autumn
2002-03-19,266.0,14.6,362.0,0.0,16.2,20.9,11.2,7.1,12.5,18.1,19.04,28.6,Autumn
